player,sort_order,time,n_shots,event_type2,side,shot_place,shot_outcome,trueGoals,location,bodypart,assist_method,situation,fast_break,year,expectedGoals,difference,ratio,xG_per_shot_ratio
Alvaro Cejudo,10852,9792,212,1536.0,294,1223.0,406.0,11,2558.0,343.0,171,273.0,11,426806,14.56,3.56,0.7554945054945055,0.06867924528301887
Alvaro Dominguez,2801,2482,45,459.0,66,299.0,77.0,7,332.0,108.0,67,74.0,0,90573,6.24,-0.76,1.1217948717948718,0.13866666666666666
Alvaro Gonzalez,6472,6043,126,1206.0,181,830.0,242.0,8,1124.0,244.0,170,181.0,0,253657,12.71,4.71,0.6294256490952006,0.10087301587301588
Alvaro Medran,2192,2074,39,336.0,58,203.0,72.0,3,397.0,68.0,40,46.0,0,78616,2.96,-0.04,1.0135135135135136,0.0758974358974359
Alvaro Morata,10262,9314,166,1704.0,238,1013.0,289.0,28,1346.0,279.0,227,181.0,5,334476,20.45,-7.55,1.36919315403423,0.12319277108433735
Alvaro Negredo,19912,18875,401,3852.0,582,2446.0,729.0,61,3191.0,846.0,615,487.0,21,807351,60.83,-0.17,1.0027946736807496,0.15169576059850373
Alvaro Pereira,853,781,18,156.0,25,89.0,33.0,1,222.0,39.0,20,25.0,0,36228,1.38,0.38,0.7246376811594204,0.07666666666666666
Alvaro Rubio,1046,1023,23,156.0,34,148.0,50.0,0,334.0,29.0,20,29.0,0,46302,0.75,0.75,0.0,0.03260869565217391
Alvaro Vadillo,1941,1780,33,312.0,46,222.0,68.0,0,380.0,39.0,33,38.0,1,66436,2.1,2.1,0.0,0.06363636363636364
Alvaro Vazquez,3981,3878,85,756.0,118,464.0,154.0,12,799.0,117.0,95,101.0,2,171298,13.42,1.42,0.8941877794336811,0.15788235294117647
Aly Cissokho,2028,1979,43,333.0,63,219.0,80.0,5,493.0,79.0,29,52.0,1,86559,5.73,0.73,0.8726003490401395,0.13325581395348837
Aly Malle,16,16,1,12.0,2,5.0,1.0,0,15.0,2.0,1,1.0,0,2017,0.03,0.03,0.0,0.03
Aly Ndom,258,271,4,24.0,6,20.0,8.0,0,38.0,7.0,2,5.0,0,8064,0.35,0.35,0.0,0.0875
Amadou Diawara,1126,1162,23,132.0,35,135.0,52.0,0,337.0,27.0,11,27.0,0,46359,0.75,0.75,0.0,0.03260869565217391
Amadou Sidibe,83,90,1,12.0,2,3.0,1.0,0,16.0,2.0,1,1.0,0,2011,0.02,0.02,0.0,0.02
Amadou Soukouna,82,78,2,24.0,4,6.0,4.0,1,18.0,2.0,3,2.0,0,4024,0.16,-0.84,6.25,0.08
Amauri,13328,11854,225,2196.0,310,1245.0,410.0,20,1569.0,408.0,318,273.0,4,452954,32.19,12.19,0.6213109661385524,0.14306666666666665
Amidu Salifu,631,552,11,84.0,16,72.0,21.0,0,165.0,13.0,7,11.0,0,22132,0.29,0.29,0.0,0.026363636363636363
Amin Younes,406,421,8,72.0,13,46.0,16.0,1,74.0,10.0,6,8.0,0,16104,0.69,-0.31,1.4492753623188408,0.08625
Amine Chermiti,175,213,6,60.0,10,30.0,12.0,0,51.0,10.0,11,7.0,0,12096,0.72,0.72,0.0,0.12
Amine Harit,1281,1195,27,264.0,38,166.0,56.0,1,312.0,31.0,23,27.0,1,54437,2.12,1.12,0.4716981132075471,0.07851851851851853
Amir Abrashi,288,208,5,24.0,7,26.0,9.0,1,63.0,5.0,2,6.0,0,10080,0.31,-0.69,3.2258064516129035,0.062
Ammar Jemal,189,142,3,36.0,3,23.0,6.0,1,28.0,6.0,5,5.0,0,6036,0.31,-0.69,3.2258064516129035,0.10333333333333333
Amos Youga,511,504,13,120.0,16,78.0,29.0,0,185.0,16.0,10,13.0,0,26200,0.42,0.42,0.0,0.03230769230769231
Anaitz Arbilla,3071,2759,55,276.0,75,315.0,113.0,2,774.0,73.0,29,82.0,0,110791,1.93,-0.07,1.0362694300518136,0.03509090909090909
Anastasios Donis,354,343,4,48.0,7,18.0,7.0,0,36.0,8.0,7,4.0,0,8064,0.36,0.36,0.0,0.09
Anatoliy Tymoshchuk,1417,1320,23,252.0,34,132.0,47.0,1,319.0,26.0,23,26.0,0,46270,0.86,-0.14,1.1627906976744187,0.03739130434782609
Ander,7884,7330,158,1248.0,234,918.0,332.0,7,1991.0,233.0,126,191.0,2,318033,9.09,2.09,0.7700770077007701,0.05753164556962025
Ander Capa,2635,2603,49,384.0,65,276.0,97.0,5,552.0,59.0,44,50.0,3,98740,3.68,-1.32,1.358695652173913,0.07510204081632653
Ander Herrera,4015,4386,90,768.0,136,470.0,201.0,9,1099.0,117.0,73,105.0,0,181384,6.53,-2.47,1.3782542113323124,0.07255555555555555
Ander Iturraspe,2686,2457,47,351.0,61,326.0,80.0,3,564.0,68.0,41,65.0,0,94604,3.57,0.57,0.8403361344537815,0.07595744680851063
Anders Agnes Konradsen,1090,1130,22,120.0,29,94.0,53.0,1,266.0,32.0,11,32.0,0,44301,1.36,0.36,0.7352941176470588,0.06181818181818182
Anders Christiansen,187,169,4,12.0,8,27.0,9.0,0,60.0,5.0,1,8.0,0,8060,0.13,0.13,0.0,0.0325
Anders Konradsen,777,830,15,120.0,22,80.0,34.0,2,169.0,25.0,15,19.0,0,30218,1.38,-0.62,1.4492753623188408,0.092
Anderson,830,736,20,219.0,28,126.0,37.0,2,143.0,43.0,32,36.0,0,40266,3.46,1.46,0.5780346820809249,0.173
Anderson Conceicao,273,236,5,60.0,7,40.0,8.0,0,27.0,14.0,11,10.0,0,10061,0.61,0.61,0.0,0.122
Andi Lila,419,444,10,108.0,17,75.0,21.0,2,120.0,17.0,10,10.0,0,20150,0.47,-1.53,4.25531914893617,0.047
Andoni Iraola,3477,2944,53,492.0,68,277.0,105.0,3,630.0,62.0,57,61.0,2,106688,3.95,0.95,0.7594936708860759,0.07452830188679245
Andre Auras,149,131,2,24.0,3,13.0,3.0,0,32.0,3.0,2,2.0,0,4026,0.04,0.04,0.0,0.02
Andre Ayew,18992,17436,340,3396.0,497,1909.0,611.0,46,2678.0,760.0,474,417.0,7,684569,43.02,-2.98,1.0692701069270105,0.1265294117647059
Andre Biyogo Poko,2319,2280,52,420.0,78,290.0,114.0,1,612.0,65.0,45,62.0,0,104751,3.93,2.93,0.2544529262086514,0.07557692307692308
Andre Castro,1622,1417,33,228.0,41,186.0,69.0,2,321.0,41.0,26,33.0,0,66375,3.17,1.17,0.6309148264984227,0.09606060606060605
Andre Dias,1153,1139,24,252.0,38,152.0,42.0,1,154.0,59.0,38,47.0,0,48301,2.73,1.73,0.3663003663003663,0.11375
Andre Gomes,4428,3986,85,672.0,124,438.0,172.0,7,923.0,124.0,67,89.0,1,171304,6.84,-0.16,1.023391812865497,0.08047058823529411
Andre Gray,1397,1292,27,276.0,37,155.0,46.0,6,281.0,33.0,39,29.0,0,54435,3.41,-2.59,1.7595307917888563,0.1262962962962963
Andre Green,66,75,1,0.0,2,2.0,3.0,0,15.0,1.0,0,1.0,0,2016,0.03,0.03,0.0,0.03
Andre Hahn,9690,8880,180,1704.0,260,1081.0,328.0,23,1640.0,282.0,202,212.0,15,362535,20.62,-2.38,1.1154219204655673,0.11455555555555556
Andre Hoffmann,1090,975,20,168.0,30,102.0,44.0,2,173.0,41.0,24,33.0,0,40278,2.38,0.38,0.8403361344537815,0.119
Andre Luiz,1080,1000,19,159.0,34,114.0,31.0,5,188.0,36.0,18,35.0,0,38222,5.96,0.96,0.8389261744966443,0.3136842105263158
Andre Mijatovic,806,787,13,96.0,19,73.0,24.0,1,79.0,29.0,17,29.0,0,26144,1.81,0.81,0.5524861878453039,0.13923076923076924
Andre Ramalho,683,596,12,120.0,16,80.0,26.0,0,128.0,20.0,15,25.0,0,24190,1.93,1.93,0.0,0.16083333333333333
Andre Santos,457,408,7,48.0,13,37.0,17.0,0,93.0,7.0,6,7.0,0,14091,0.33,0.33,0.0,0.047142857142857146
Andre Schurrle,19524,18383,374,3468.0,550,2039.0,734.0,38,3913.0,477.0,398,446.0,14,753074,36.84,-1.16,1.0314875135722041,0.09850267379679145
Andre Wisdom,203,281,5,48.0,6,30.0,12.0,0,51.0,10.0,5,5.0,0,10073,0.32,0.32,0.0,0.064
Andre Zambo Anguissa,754,705,14,120.0,21,111.0,27.0,0,93.0,26.0,17,16.0,0,28225,1.36,1.36,0.0,0.09714285714285716
Andrea Barberis,309,267,6,24.0,9,56.0,10.0,0,90.0,6.0,2,6.0,0,12097,0.16,0.16,0.0,0.02666666666666667
Andrea Barzagli,1394,1133,25,183.0,34,116.0,53.0,3,292.0,32.0,18,31.0,0,50316,3.92,0.92,0.7653061224489796,0.1568
Andrea Belotti,9678,8761,172,1680.0,252,980.0,305.0,32,1689.0,265.0,217,202.0,3,346673,28.22,-3.78,1.1339475549255846,0.16406976744186047
Andrea Bertolacci,10814,9223,187,1548.0,276,978.0,373.0,17,2079.0,348.0,158,213.0,2,376584,15.88,-1.12,1.070528967254408,0.0849197860962567
Andrea Caracciolo,2086,1818,40,456.0,65,219.0,68.0,3,313.0,68.0,87,46.0,2,80473,5.79,2.79,0.5181347150259067,0.14475
Andrea Catellani,1737,1434,22,216.0,36,115.0,40.0,1,206.0,35.0,28,25.0,1,44252,2.1,1.1,0.47619047619047616,0.09545454545454546
Andrea Coda,709,655,14,132.0,21,74.0,30.0,0,164.0,20.0,14,22.0,0,28183,0.96,0.96,0.0,0.06857142857142857
Andrea Consigli,93,83,1,15.0,1,0.0,0.0,1,19.0,1.0,0,1.0,0,2016,0.99,-0.01,1.0101010101010102,0.99
Andrea Conti,920,817,17,120.0,27,138.0,27.0,4,147.0,21.0,21,27.0,0,34273,2.33,-1.67,1.7167381974248928,0.13705882352941176
Andrea Cossu,5677,4983,103,864.0,148,584.0,208.0,3,1284.0,122.0,89,116.0,3,207317,6.79,3.79,0.4418262150220913,0.06592233009708738
Andrea Costa,2073,1874,35,387.0,53,192.0,72.0,5,281.0,88.0,53,70.0,0,70500,6.1,1.1,0.819672131147541,0.17428571428571427
Andrea Dossena,689,603,19,144.0,27,105.0,36.0,2,210.0,38.0,18,19.0,1,38231,1.33,-0.67,1.5037593984962405,0.07
Andrea Esposito,250,211,5,48.0,7,45.0,7.0,1,44.0,14.0,8,9.0,0,10058,0.76,-0.24,1.3157894736842106,0.152
Andrea Lazzari,6312,5629,113,963.0,166,640.0,225.0,5,1385.0,221.0,110,134.0,6,227429,9.83,4.83,0.508646998982706,0.08699115044247788
Andrea Lisuzzo,288,274,6,48.0,8,21.0,9.0,0,52.0,14.0,7,8.0,0,12072,0.78,0.78,0.0,0.13
Andrea Luci,1008,949,25,144.0,34,152.0,43.0,1,361.0,27.0,16,33.0,0,50331,1.42,0.42,0.7042253521126761,0.056799999999999996
Andrea Mantovani,1086,984,21,168.0,31,143.0,40.0,2,208.0,45.0,24,32.0,0,42260,2.72,0.72,0.7352941176470588,0.12952380952380954
Andrea Masiello,1142,1005,19,144.0,23,136.0,36.0,4,225.0,30.0,22,35.0,0,38273,1.5,-2.5,2.6666666666666665,0.07894736842105263
Andrea Mazzarani,1374,1218,25,252.0,32,127.0,51.0,1,285.0,31.0,37,29.0,1,50284,2.96,1.96,0.33783783783783783,0.1184
Andrea Nalini,70,49,1,0.0,1,4.0,1.0,0,15.0,1.0,0,1.0,0,2016,0.03,0.03,0.0,0.03
Andrea Petagna,1827,1506,36,348.0,56,188.0,70.0,4,330.0,67.0,37,42.0,0,72578,3.15,-0.85,1.2698412698412698,0.0875
Andrea Pirlo,10975,9754,213,960.0,320,1136.0,440.0,16,3103.0,229.0,90,346.0,0,428710,19.32,3.32,0.8281573498964803,0.09070422535211267
Andrea Poli,4683,4368,95,780.0,131,473.0,202.0,6,1061.0,123.0,93,109.0,0,191265,7.73,1.73,0.7761966364812418,0.08136842105263159
Andrea Raggi,2112,2007,39,384.0,60,240.0,74.0,3,287.0,76.0,59,69.0,0,78540,5.17,2.17,0.5802707930367504,0.13256410256410256
Andrea Ranocchia,4811,4372,82,864.0,120,509.0,162.0,6,472.0,190.0,124,152.0,0,165111,8.84,2.84,0.6787330316742082,0.10780487804878049
Andrea Rispoli,3236,2882,48,444.0,69,238.0,101.0,2,556.0,69.0,50,53.0,0,96729,3.06,1.06,0.6535947712418301,0.06375
Andrea Rossi,96,100,3,36.0,4,17.0,4.0,0,33.0,4.0,3,3.0,0,6035,0.13,0.13,0.0,0.043333333333333335
Andrea Tabanelli,829,683,11,72.0,13,67.0,20.0,0,150.0,15.0,11,15.0,0,22160,0.5,0.5,0.0,0.045454545454545456
Andreas Beck,3272,2700,60,495.0,87,329.0,123.0,4,781.0,86.0,46,81.0,0,120774,4.52,0.52,0.8849557522123894,0.07533333333333332
Andreas Christensen,1029,974,20,219.0,29,129.0,34.0,5,85.0,46.0,32,41.0,0,40317,3.9,-1.1,1.2820512820512822,0.195
Andreas Cornelius,320,308,4,36.0,5,30.0,7.0,0,40.0,10.0,5,6.0,0,8053,0.57,0.57,0.0,0.1425
Andreas Granqvist,868,748,17,147.0,23,92.0,23.0,3,99.0,44.0,19,32.0,0,34206,3.84,0.84,0.78125,0.22588235294117645
Andreas Ivanschitz,9445,8639,192,1524.0,283,1070.0,384.0,17,2171.0,366.0,184,233.0,5,386401,18.65,1.65,0.9115281501340483,0.09713541666666665
Andreas Lambertz,2240,2039,38,339.0,55,245.0,70.0,2,461.0,56.0,35,46.0,1,76481,3.29,1.29,0.60790273556231,0.08657894736842105
Andreas Ludwig,328,266,3,0.0,5,21.0,5.0,0,33.0,7.0,0,4.0,0,6039,0.18,0.18,0.0,0.06
Andreas Ottl,1908,1689,31,228.0,43,187.0,64.0,0,461.0,35.0,24,33.0,0,62359,0.87,0.87,0.0,0.028064516129032258
Andreas Pereira,2072,2064,41,360.0,60,268.0,81.0,2,527.0,52.0,36,55.0,0,82662,3.02,1.02,0.6622516556291391,0.07365853658536585
Andreas Weimann,3710,4086,86,780.0,127,472.0,171.0,7,841.0,129.0,90,90.0,3,173183,7.77,0.77,0.9009009009009009,0.09034883720930233
Andreas Wolf,232,188,5,48.0,7,38.0,9.0,0,27.0,11.0,8,9.0,0,10055,0.55,0.55,0.0,0.11000000000000001
Andrej Kramaric,6526,5666,113,1044.0,173,633.0,214.0,11,1078.0,153.0,107,119.0,4,227787,12.86,1.86,0.8553654743390358,0.11380530973451326
Andrepierre Gignac,20859,19940,409,3948.0,598,2226.0,732.0,51,3775.0,577.0,539,483.0,5,823470,41.34,-9.66,1.2336719883889695,0.10107579462102691
Andres,97,90,1,12.0,1,8.0,2.0,0,3.0,3.0,2,3.0,0,2013,0.11,0.11,0.0,0.11
Andres Guardado,2219,1980,39,276.0,56,254.0,75.0,1,496.0,75.0,27,50.0,1,78502,2.09,1.09,0.47846889952153115,0.05358974358974359
Andres Iniesta,7285,7571,179,1740.0,259,1002.0,363.0,9,1983.0,241.0,192,198.0,1,360401,14.23,5.23,0.6324666198172874,0.07949720670391061
Andres Tello,422,374,7,60.0,11,58.0,11.0,0,90.0,10.0,7,9.0,0,14113,0.26,0.26,0.0,0.037142857142857144
Andres Tunez,397,378,8,60.0,10,48.0,16.0,0,43.0,22.0,10,14.0,0,16100,0.82,0.82,0.0,0.1025
Andreu Fontas,1143,1019,23,180.0,36,120.0,50.0,1,158.0,48.0,21,40.0,0,46331,4.15,3.15,0.24096385542168672,0.18043478260869567
Andrew Robertson,704,762,15,144.0,19,86.0,36.0,0,171.0,27.0,15,15.0,0,30223,0.68,0.68,0.0,0.04533333333333334
Andrew Sinkala,125,122,2,12.0,4,8.0,5.0,0,30.0,2.0,1,4.0,0,4023,0.07,0.07,0.0,0.035
Andrew Surman,979,1117,20,120.0,29,97.0,51.0,0,252.0,39.0,11,30.0,0,40312,1.15,1.15,0.0,0.057499999999999996
Andrew Taylor,162,197,4,24.0,5,18.0,9.0,0,48.0,9.0,3,4.0,0,8055,0.15,0.15,0.0,0.0375
Andrew Wooten,492,456,8,72.0,13,38.0,16.0,1,54.0,12.0,8,10.0,0,16096,0.82,-0.18,1.2195121951219512,0.1025
Andrey Voronin,245,244,4,24.0,8,16.0,8.0,0,58.0,4.0,2,4.0,0,8048,0.64,0.64,0.0,0.16
